,名称,カテゴリー,アドレス,アクセス,築年数,構造,階数,家賃,管理費,敷金,礼金,間取り,面積,URL
16484,ブランドール稲村,賃貸マンション,東京都足立区梅島３,東武伊勢崎線/西新井駅 歩3分,築28年,3階建,1階,8.5万円,3000円,8.5万円,-,2DK,50.28m2,https://suumo.jp/chintai/jnc_000066939904/?bc=100306525224
16487,ルクシェール王子,賃貸マンション,東京都北区堀船２,東京メトロ南北線/王子駅 歩7分,築11年,12階建,11階,16.4万円,10000円,16.4万円,16.4万円,2LDK,56.84m2,https://suumo.jp/chintai/jnc_000078592699/?bc=100308228429
16488,ルクシェール王子,賃貸マンション,東京都北区堀船２,東京メトロ南北線/王子駅 歩7分,築11年,12階建,11階,16.4万円,10000円,16.4万円,16.4万円,2LDK,56.84m2,https://suumo.jp/chintai/jnc_000078953755/?bc=100308699113
16489,ルクシェール王子,賃貸マンション,東京都北区堀船２,東京メトロ南北線/王子駅 歩7分,築11年,12階建,12階,16.4万円,10000円,16.4万円,16.4万円,1SLDK,56.53m2,https://suumo.jp/chintai/jnc_000078873712/?bc=100308191812
16496,東急目黒線 西小山駅 3階建 築34年,賃貸マンション,東京都目黒区南１,東急目黒線/西小山駅 歩12分,築34年,3階建,3階,17.5万円,10000円,17.5万円,17.5万円,3LDK,66.68m2,https://suumo.jp/chintai/jnc_000061020726/?bc=100301152119
16499,東京メトロ南北線 赤羽岩淵駅 7階建 築31年,賃貸マンション,東京都北区岩淵町,東京メトロ南北線/赤羽岩淵駅 歩5分,築31年,7階建,4階,15万円,8000円,22.5万円,15万円,2LDK,54.3m2,https://suumo.jp/chintai/jnc_000078040786/?bc=100309432350
16502,西部邸,賃貸一戸建て,東京都北区志茂１,ＪＲ京浜東北線/赤羽駅 歩8分,築37年,2階建,1-2階,12.5万円,-,12.5万円,12.5万円,2LDK,62.1m2,https://suumo.jp/chintai/jnc_000079081360/?bc=100309457548
16505,エスティメゾン王子,賃貸マンション,東京都北区王子２,ＪＲ京浜東北線/王子駅 歩8分,築13年,16階建,11階,16.6万円,10000円,16.6万円,16.6万円,2DK,51.68m2,https://suumo.jp/chintai/jnc_000078769484/?bc=100299454186
16508,東京メトロ南北線 王子駅 16階建 築13年,賃貸マンション,東京都北区王子２,東京メトロ南北線/王子駅 歩5分,築13年,16階建,11階,16.6万円,10000円,16.6万円,16.6万円,2DK,51.68m2,https://suumo.jp/chintai/jnc_000078769486/?bc=100299736063
16511,Ｍｏｚａ・Ｓｏｌｅｉｌ,賃貸マンション,東京都江戸川区江戸川１,都営新宿線/瑞江駅 歩16分,新築,3階建,1階,12.4万円,6500円,12.4万円,12.4万円,2LDK,54.73m2,https://suumo.jp/chintai/jnc_000079111237/?bc=100305611013
16512,Ｍｏｚａ・Ｓｏｌｅｉｌ,賃貸マンション,東京都江戸川区江戸川１,都営新宿線/瑞江駅 歩16分,新築,3階建,1階,12.6万円,6500円,12.6万円,12.6万円,2LDK,54.73m2,https://suumo.jp/chintai/jnc_000079111236/?bc=100305611009
16513,Ｍｏｚａ・Ｓｏｌｅｉｌ,賃貸マンション,東京都江戸川区江戸川１,都営新宿線/瑞江駅 歩16分,新築,3階建,1階,12.6万円,6500円,12.6万円,12.6万円,2LDK,54.44m2,https://suumo.jp/chintai/jnc_000079111238/?bc=100302650119
16514,Ｍｏｚａ・Ｓｏｌｅｉｌ,賃貸マンション,東京都江戸川区江戸川１,都営新宿線/瑞江駅 歩16分,新築,3階建,2階,12.9万円,6500円,12.9万円,12.9万円,2LDK,54.73m2,https://suumo.jp/chintai/jnc_000079111240/?bc=100305611014
16515,Ｍｏｚａ・Ｓｏｌｅｉｌ,賃貸マンション,東京都江戸川区江戸川１,都営新宿線/瑞江駅 歩16分,新築,3階建,2階,13.1万円,6500円,13.1万円,13.1万円,2LDK,54.73m2,https://suumo.jp/chintai/jnc_000079111239/?bc=100305611018
16516,Ｍｏｚａ・Ｓｏｌｅｉｌ,賃貸マンション,東京都江戸川区江戸川１,都営新宿線/瑞江駅 歩16分,新築,3階建,2階,13.1万円,6500円,13.1万円,13.1万円,2LDK,54.44m2,https://suumo.jp/chintai/jnc_000079111241/?bc=100302667118
16523,ＪＲ山手線 上野駅 12階建 築24年,賃貸マンション,東京都台東区松が谷１,ＪＲ山手線/上野駅 歩10分,築24年,12階建,2階,16万円,8000円,16万円,16万円,2DK,57.04m2,https://suumo.jp/chintai/jnc_000078348846/?bc=100304827367
16524,ＪＲ山手線 上野駅 12階建 築24年,賃貸マンション,東京都台東区松が谷１,ＪＲ山手線/上野駅 歩10分,築24年,12階建,2階,16万円,8000円,16万円,16万円,2DK,57.04m2,https://suumo.jp/chintai/jnc_000078359329/?bc=100305321838
16525,ＪＲ山手線 上野駅 12階建 築24年,賃貸マンション,東京都台東区松が谷１,ＪＲ山手線/上野駅 歩10分,築24年,12階建,4階,16.2万円,8000円,16.2万円,16.2万円,2SDK,57.04m2,https://suumo.jp/chintai/jnc_000078809629/?bc=100307823488
16526,ＪＲ山手線 上野駅 12階建 築24年,賃貸マンション,東京都台東区松が谷１,ＪＲ山手線/上野駅 歩10分,築24年,12階建,4階,16.2万円,8000円,16.2万円,16.2万円,3DK,57.04m2,https://suumo.jp/chintai/jnc_000074886414/?bc=100303860535
16527,ＪＲ山手線 上野駅 12階建 築24年,賃貸マンション,東京都台東区松が谷１,ＪＲ山手線/上野駅 歩10分,築24年,12階建,9階,16.3万円,8000円,16.3万円,16.3万円,2LDK,57.04m2,https://suumo.jp/chintai/jnc_000078836977/?bc=100307993561
16538,ＪＲ常磐線 亀有駅 8階建 築27年,賃貸マンション,東京都足立区東和４,ＪＲ常磐線/亀有駅 歩14分,築27年,8階建,2階,10万円,8000円,10万円,10万円,2LDK,58.72m2,https://suumo.jp/chintai/jnc_000078953845/?bc=100308780857
16541,サンヴェール亀有親水公園,賃貸マンション,東京都足立区東和４,ＪＲ常磐線/亀有駅 歩14分,築27年,8階建,2階,10万円,8000円,10万円,10万円,2LDK,58.72m2,https://suumo.jp/chintai/jnc_000078950176/?bc=100308708890
16544,鎌田2丁目戸建,賃貸一戸建て,東京都世田谷区鎌田２,東急田園都市線/二子玉川駅 バス4分 (バス停)砧南中学校前 歩7分,築17年,3階建,1階,19.8万円,-,59.4万円,-,4LDK,88.85m2,https://suumo.jp/chintai/jnc_000077051948/?bc=100308497260
16545,鎌田2丁目戸建,賃貸一戸建て,東京都世田谷区鎌田２,東急田園都市線/二子玉川駅 バス4分 (バス停)砧南中学校前 歩7分,築17年,3階建,1階,19.8万円,-,59.4万円,-,4LDK,88.85m2,https://suumo.jp/chintai/jnc_000078921580/?bc=100308515950
16546,鎌田2丁目戸建,賃貸一戸建て,東京都世田谷区鎌田２,東急田園都市線/二子玉川駅 バス4分 (バス停)砧南中学校前 歩7分,築17年,3階建,-,19.8万円,-,59.4万円,-,4LDK,88.85m2,https://suumo.jp/chintai/jnc_000078889877/?bc=100308303113
16553,フィオーレ,賃貸アパート,東京都足立区六木３,つくばエクスプレス/八潮駅 歩17分,新築,2階建,2階,10.5万円,3000円,-,10.5万円,2LDK,60.46m2,https://suumo.jp/chintai/jnc_000078510390/?bc=100306073494
16556,森邸戸建て,賃貸マンション,東京都中野区鷺宮４,西武新宿線/鷺ノ宮駅 歩5分,築18年,3階建,1階,11.9万円,-,5.5万円,-,1LDK,50.2m2,https://suumo.jp/chintai/jnc_000078664496/?bc=100296078268
16559,リビオメゾン入谷,賃貸マンション,東京都台東区下谷３,東京メトロ日比谷線/入谷駅 歩6分,新築,14階建,13階,21.4万円,15000円,-,-,1SLDK,50.43m2,https://suumo.jp/chintai/jnc_000076949883/?bc=100297884846
16560,リビオメゾン入谷,賃貸マンション,東京都台東区下谷３,東京メトロ日比谷線/入谷駅 歩6分,新築,14階建,12階,21.4万円,15000円,-,-,1SLDK,50.43m2,https://suumo.jp/chintai/jnc_000076949880/?bc=100298079937
16561,リビオメゾン入谷,賃貸マンション,東京都台東区下谷３,東京メトロ日比谷線/入谷駅 歩6分,新築,14階建,14階,21.6万円,15000円,-,-,1SLDK,50.43m2,https://suumo.jp/chintai/jnc_000076949886/?bc=100300175902
16565,CASA BIANCA,賃貸マンション,東京都練馬区中村２,西武池袋線/中村橋駅 歩10分,築10年,3階建,3階,21.8万円,5000円,10.9万円,32.7万円,3LDK,117.68m2,https://suumo.jp/chintai/jnc_000079070925/?bc=100309375586
16568,ルーフ御茶ノ水ヒルズ,賃貸マンション,東京都文京区湯島２,東京メトロ千代田線/湯島駅 歩5分,築23年,6階建,5階,15万円,15000円,30万円,15万円,1LDK,52.56m2,https://suumo.jp/chintai/jnc_000043744966/?bc=100308330239
16571,東京メトロ東西線 九段下駅 13階建 築16年,賃貸マンション,東京都千代田区九段南２,東京メトロ東西線/九段下駅 歩7分,築16年,13階建,5階,21.7万円,10000円,21.7万円,-,1LDK,52.16m2,https://suumo.jp/chintai/jnc_000078212108/?bc=100291119190
16572,東京メトロ東西線 九段下駅 13階建 築16年,賃貸マンション,東京都千代田区九段南２,東京メトロ東西線/九段下駅 歩7分,築16年,13階建,6階,21.9万円,10000円,21.9万円,-,1LDK,52.16m2,https://suumo.jp/chintai/jnc_000078212109/?bc=100308844837
16573,東京メトロ東西線 九段下駅 13階建 築16年,賃貸マンション,東京都千代田区九段南２,東京メトロ東西線/九段下駅 歩7分,築16年,13階建,8階,22万円,10000円,22万円,22万円,1LDK,52.16m2,https://suumo.jp/chintai/jnc_000078872643/?bc=100308657325
16574,東京メトロ東西線 九段下駅 13階建 築16年,賃貸マンション,東京都千代田区九段南２,東京メトロ東西線/九段下駅 歩7分,築16年,13階建,5階,22.2万円,10000円,22.2万円,-,1LDK,52.16m2,https://suumo.jp/chintai/jnc_000075745664/?bc=100299347857
16583,ＪＲ中央線 高円寺駅 3階建 新築,賃貸アパート,東京都杉並区高円寺南５,ＪＲ中央線/高円寺駅 歩7分,新築,3階建,2階,22.2万円,5000円,22.2万円,-,3LDK,72.32m2,https://suumo.jp/chintai/jnc_000079081285/?bc=100309435150
16586,ガーデンハウス柿の木坂,賃貸マンション,東京都目黒区柿の木坂１,東急東横線/都立大学駅 歩3分,築11年,5階建,4階,22.5万円,15000円,22.5万円,22.5万円,2LDK,61.63m2,https://suumo.jp/chintai/jnc_000042625094/?bc=100305743519
16589,長谷川ビル,賃貸マンション,東京都台東区小島１,都営大江戸線/新御徒町駅 歩3分,築33年,4階建,1階,12万円,-,12万円,12万円,2LDK,50.74m2,https://suumo.jp/chintai/jnc_000077990387/?bc=100284057029
16592,パルメラハウス,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/篠崎駅 歩12分,築19年,2階建,1-2階,9万円,2000円,9万円,9万円,2DK,52m2,https://suumo.jp/chintai/jnc_000079044891/?bc=100309241440
16594,都営新宿線 篠崎駅 2階建 築19年,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/篠崎駅 歩12分,築19年,2階建,2階,9万円,2000円,9万円,9万円,2DK,52m2,https://suumo.jp/chintai/jnc_000079013787/?bc=100309074976
16597,アリカ曳舟,賃貸マンション,東京都墨田区八広１,京成押上線/京成曳舟駅 歩2分,築2年,8階建,2階,15万円,10000円,15万円,15万円,1LDK,50.35m2,https://suumo.jp/chintai/jnc_000065227188/?bc=100293899204
16600,ラグーナ東池袋,賃貸マンション,東京都豊島区東池袋２,ＪＲ山手線/池袋駅 歩9分,築26年,地下2地上12階建,11階,19万円,6000円,19万円,19万円,2LDK,68.49m2,https://suumo.jp/chintai/jnc_000078867365/?bc=100308205105
16603,ＪＲ山手線 池袋駅 地下2地上14階建 築26年,賃貸マンション,東京都豊島区東池袋２,ＪＲ山手線/池袋駅 歩9分,築26年,地下2地上14階建,11階,19万円,6000円,19万円,19万円,3LDK,68.49m2,https://suumo.jp/chintai/jnc_000078873643/?bc=100308360608
16606,ロータス21,賃貸マンション,東京都台東区松が谷２,東京メトロ銀座線/田原町駅 歩7分,築26年,11階建,3階,13.3万円,10000円,26.6万円,-,1LDK,51.12m2,https://suumo.jp/chintai/jnc_000078359330/?bc=100306803205
16609,グランシャトレフェニックス小石川,賃貸マンション,東京都文京区小石川５,東京メトロ丸ノ内線/茗荷谷駅 歩6分,築42年,地下1地上5階建,2階,18万円,-,-,18万円,2SLDK,66.16m2,https://suumo.jp/chintai/jnc_000078852027/?bc=100308659178
16610,グランシャトレフェニックス小石川,賃貸マンション,東京都文京区小石川５,東京メトロ丸ノ内線/茗荷谷駅 歩6分,築42年,地下1地上5階建,2階,18万円,-,-,18万円,2SLDK,66.16m2,https://suumo.jp/chintai/jnc_000078866666/?bc=100308178787
16615,東京メトロ日比谷線 入谷駅 14階建 新築,賃貸マンション,東京都台東区下谷３,東京メトロ日比谷線/入谷駅 歩6分,新築,14階建,12階,21.4万円,15000円,-,-,1SLDK,50.43m2,https://suumo.jp/chintai/jnc_000076961765/?bc=100298165603
16616,東京メトロ日比谷線 入谷駅 14階建 新築,賃貸マンション,東京都台東区下谷３,東京メトロ日比谷線/入谷駅 歩6分,新築,14階建,13階,21.4万円,15000円,-,-,1SLDK,50.43m2,https://suumo.jp/chintai/jnc_000076996532/?bc=100300125589
16617,東京メトロ日比谷線 入谷駅 14階建 新築,賃貸マンション,東京都台東区下谷３,東京メトロ日比谷線/入谷駅 歩6分,新築,14階建,13階,21.4万円,15000円,-,-,1SLDK,50.43m2,https://suumo.jp/chintai/jnc_000077221930/?bc=100303748853
16618,東京メトロ日比谷線 入谷駅 14階建 新築,賃貸マンション,東京都台東区下谷３,東京メトロ日比谷線/入谷駅 歩6分,新築,14階建,12階,21.4万円,15000円,-,-,1SLDK,50.43m2,https://suumo.jp/chintai/jnc_000077221929/?bc=100303748860
16627,フリーダム梅の木,賃貸マンション,東京都板橋区赤塚７,東武東上線/下赤塚駅 歩9分,築26年,7階建,7階,11.9万円,8000円,11.9万円,-,3DK,54m2,https://suumo.jp/chintai/jnc_000078639479/?bc=100301362271
16628,フリーダム梅の木,賃貸マンション,東京都板橋区赤塚７,東武東上線/下赤塚駅 歩9分,築26年,7階建,7階,12.2万円,8000円,12.2万円,-,3DK,57.04m2,https://suumo.jp/chintai/jnc_000021659360/?bc=100307476200
16633,メゾン象潟　（メゾンキサカタ）,賃貸マンション,東京都台東区浅草５,東京メトロ銀座線/浅草駅 歩13分,築9年,4階建,1階,15.5万円,3000円,15.5万円,31万円,2LDK,62.41m2,https://suumo.jp/chintai/jnc_000079037022/?bc=100309177126
16636,ＪＬＢグランエクリュ飛鳥山,賃貸マンション,東京都北区豊島２,ＪＲ京浜東北線/王子駅 歩13分,築16年,5階建,2階,17.4万円,8000円,17.4万円,17.4万円,1LDK,66.65m2,https://suumo.jp/chintai/jnc_000061897349/?bc=100299500196
16639,（仮称）中野区中央5丁目新築工事,賃貸アパート,東京都中野区中央５,東京メトロ丸ノ内線/新中野駅 歩4分,新築,2階建,2階,19.4万円,6000円,19.4万円,19.4万円,2LDK,62.3m2,https://suumo.jp/chintai/jnc_000078316445/?bc=100305878618
16642,東京メトロ東西線 木場駅 14階建 築25年,賃貸マンション,東京都江東区東陽３,東京メトロ東西線/木場駅 歩2分,築25年,14階建,6-7階,19.8万円,-,19.8万円,19.8万円,3LDK,81.25m2,https://suumo.jp/chintai/jnc_000079019659/?bc=100309101610
16643,東京メトロ東西線 木場駅 14階建 築25年,賃貸マンション,東京都江東区東陽３,東京メトロ東西線/木場駅 歩2分,築25年,14階建,6-7階,19.98万円,-,-,19.98万円,3LDK,81.25m2,https://suumo.jp/chintai/jnc_000079012773/?bc=100309070579
16648,ＭＡＨＡＬＯ　ＭＡＩＳＯＮ,賃貸マンション,東京都足立区西新井５,日暮里・舎人ライナー/西新井大師西駅 歩13分,新築,3階建,2階,11万円,7500円,11万円,11万円,1LDK,54.87m2,https://suumo.jp/chintai/jnc_000077306185/?bc=100294976027
16651,ヴィレッヂかねこ,賃貸マンション,東京都板橋区赤塚７,東京メトロ有楽町線/地下鉄赤塚駅 歩10分,築34年,6階建,3階,11.2万円,7000円,11.2万円,-,3DK,54.69m2,https://suumo.jp/chintai/jnc_000061652497/?bc=100297031558
16654,カーサ田中,賃貸マンション,東京都台東区北上野２,東京メトロ日比谷線/入谷駅 歩5分,築47年,5階建,5階,20万円,-,40万円,20万円,3SLDK,103.04m2,https://suumo.jp/chintai/jnc_000046602596/?bc=100205522209
16657,（仮称）千川2丁目マンション,賃貸マンション,東京都豊島区千川２,東京メトロ有楽町線/千川駅 歩10分,新築,3階建,1階,15.9万円,4500円,15.9万円,31.8万円,2LDK,59.9m2,https://suumo.jp/chintai/jnc_000079013456/?bc=100309029142
16658,（仮称）千川2丁目マンション,賃貸マンション,東京都豊島区千川２,東京メトロ有楽町線/千川駅 歩10分,新築,3階建,2階,16.3万円,4500円,16.3万円,32.6万円,2LDK,59.9m2,https://suumo.jp/chintai/jnc_000079013457/?bc=100309030055
16663,アゼリアハイム高松,賃貸マンション,東京都豊島区高松３,東京メトロ副都心線/千川駅 歩10分,築33年,6階建,3階,13.8万円,11880円,13.8万円,13.8万円,3LDK,60.9m2,https://suumo.jp/chintai/jnc_000077984286/?bc=100284676105
16666,大泉町１丁目貸家,賃貸一戸建て,東京都練馬区大泉町１,西武池袋線/大泉学園駅 バス11分 (バス停)もみじ山 歩4分,新築,2階建,-,20万円,-,20万円,20万円,3LDK,89.43m2,https://suumo.jp/chintai/jnc_000079138961/?bc=100309784125
